,loss,acc,val_loss,val_acc
0,1.5247327089309692,0.4555000066757202,1.2425825595855713,0.5601999759674072
1,1.1073379516601562,0.6091499924659729,1.06309175491333,0.6337000131607056
2,0.9610016345977783,0.6625249981880188,0.969010055065155,0.6710000038146973
3,0.8614324927330017,0.6977249979972839,0.7835004329681396,0.7253999710083008
4,0.7988866567611694,0.72017502784729,0.8381754755973816,0.7142999768257141
5,0.7406875491142273,0.7405250072479248,0.7603846788406372,0.7408000230789185
6,0.7014138102531433,0.7561249732971191,0.8703568577766418,0.713699996471405
7,0.6758042573928833,0.7633000016212463,0.7003638744354248,0.7605000138282776
8,0.6460143327713013,0.7741249799728394,0.6950522065162659,0.7626000046730042
9,0.6214354634284973,0.7830250263214111,0.6962397694587708,0.769599974155426
10,0.6039305925369263,0.7892000079154968,0.7015666365623474,0.7692999839782715
11,0.582557201385498,0.7982749938964844,0.7123382687568665,0.7689999938011169
12,0.5752251744270325,0.8018749952316284,0.7865210175514221,0.7480999827384949
13,0.5591410994529724,0.8066250085830688,0.6653175950050354,0.7745000123977661
14,0.5418087244033813,0.8106750249862671,0.674313485622406,0.7838000059127808
15,0.5362215638160706,0.814300000667572,0.6326271891593933,0.7897999882698059
16,0.5186436772346497,0.8186749815940857,0.7301267385482788,0.7615000009536743
17,0.5053985118865967,0.824400007724762,0.6033212542533875,0.7997000217437744
18,0.4986008405685425,0.8252000212669373,0.6188211441040039,0.7973999977111816
19,0.49015867710113525,0.8289250135421753,0.639443039894104,0.794700026512146
20,0.4787256419658661,0.8338500261306763,0.5719596743583679,0.8112999796867371
21,0.4765152335166931,0.8330000042915344,0.8401830792427063,0.7469000220298767
22,0.46896201372146606,0.8378750085830688,0.6089786887168884,0.796999990940094
23,0.4558523893356323,0.8404499888420105,0.5880897045135498,0.8083999752998352
24,0.45201826095581055,0.8428750038146973,0.6360036134719849,0.7904000282287598
25,0.4442805051803589,0.8459500074386597,0.5778791308403015,0.8119999766349792
26,0.43942928314208984,0.8473250269889832,0.6119222044944763,0.8029000163078308
27,0.42942386865615845,0.8529000282287598,0.5409877896308899,0.8270000219345093
28,0.4329734742641449,0.8515999913215637,0.5469673275947571,0.8227999806404114
29,0.42492416501045227,0.8518499732017517,0.6131464242935181,0.8068000078201294
30,0.41601821780204773,0.8557999730110168,0.6185144782066345,0.810699999332428
31,0.4104873538017273,0.8572499752044678,0.5399999618530273,0.8252000212669373
32,0.4033137261867523,0.8585500121116638,0.6195745468139648,0.8036999702453613
33,0.40164417028427124,0.8600999712944031,0.5993224382400513,0.8068000078201294
34,0.3970697522163391,0.8610749840736389,0.5894021391868591,0.8137000203132629
35,0.39145633578300476,0.8635749816894531,0.5707927942276001,0.8233000040054321
36,0.3835308253765106,0.8671749830245972,0.5028027296066284,0.8323000073432922
37,0.3817737102508545,0.8667500019073486,0.6375959515571594,0.8015000224113464
38,0.38216668367385864,0.866599977016449,0.5645728707313538,0.8216000199317932
39,0.37650132179260254,0.8698750138282776,0.5466113686561584,0.8313000202178955
40,0.3767802119255066,0.8665750026702881,0.5204005837440491,0.8319000005722046
41,0.37195196747779846,0.8706250190734863,0.5223112106323242,0.8330000042915344
42,0.36967968940734863,0.8718000054359436,0.5410736203193665,0.8289999961853027
43,0.36876124143600464,0.8709750175476074,0.5801104307174683,0.8163999915122986
44,0.3580684959888458,0.8757749795913696,0.5491039752960205,0.8302000164985657
45,0.35998788475990295,0.8749250173568726,0.611784040927887,0.8116999864578247
46,0.35225990414619446,0.8775249719619751,0.5880386233329773,0.8227999806404114
47,0.3502603769302368,0.876800000667572,0.5816259980201721,0.8215000033378601
48,0.34479227662086487,0.8810750246047974,0.5252606272697449,0.8366000056266785
49,0.34421467781066895,0.8792750239372253,0.5197184681892395,0.8370000123977661
50,0.3427181541919708,0.8827499747276306,0.5732296109199524,0.8241999745368958
51,0.342373788356781,0.8800749778747559,0.5578172206878662,0.8266000151634216
52,0.33220693469047546,0.8853999972343445,0.5757795572280884,0.8233000040054321
53,0.3352600932121277,0.8820750117301941,0.5231876373291016,0.8330000042915344
54,0.32694095373153687,0.8864499926567078,0.507697343826294,0.8414999842643738
55,0.32801881432533264,0.8855249881744385,0.5000424385070801,0.8410000205039978
56,0.32550495862960815,0.8860250115394592,0.5558178424835205,0.8302000164985657
57,0.3246825337409973,0.88857501745224,0.586966872215271,0.8241999745368958
58,0.3238191306591034,0.8859249949455261,0.5470182299613953,0.8342999815940857
59,0.318805456161499,0.8875250220298767,0.6451217532157898,0.8072999715805054
60,0.3169567286968231,0.8884000182151794,0.5299623012542725,0.8353000283241272
61,0.3131367862224579,0.8914499878883362,0.5209435224533081,0.8392000198364258
62,0.31330135464668274,0.8902000188827515,0.5172423124313354,0.8360000252723694
63,0.3124130368232727,0.8907750248908997,0.5864349603652954,0.8216000199317932
64,0.308185338973999,0.8919500112533569,0.5602698922157288,0.8317999839782715
65,0.30776870250701904,0.8914250135421753,0.5099009871482849,0.8432999849319458
66,0.3037143349647522,0.8935999870300293,0.5155525207519531,0.8414000272750854
