,loss,acc,val_loss,val_acc
0,1.9447927474975586,0.3670249879360199,2.2274770736694336,0.38589999079704285
1,1.528938889503479,0.5238249897956848,1.9147671461105347,0.4523000121116638
2,1.350359559059143,0.5944749712944031,1.2281274795532227,0.6258000135421753
3,1.2349605560302734,0.6405249834060669,1.258884310722351,0.6391000151634216
4,1.1659682989120483,0.6729249954223633,1.121304988861084,0.6937000155448914
5,1.117052435874939,0.6997249722480774,1.0454494953155518,0.7184000015258789
6,1.090899109840393,0.7145000100135803,1.0699419975280762,0.7174000144004822
7,1.0836976766586304,0.7251750230789185,1.0138163566589355,0.7472000122070312
8,1.0745803117752075,0.7351250052452087,0.9683002233505249,0.7592999935150146
9,1.0621979236602783,0.7447500228881836,1.0402332544326782,0.7486000061035156
10,1.0670228004455566,0.7516999840736389,1.0191823244094849,0.763700008392334
11,1.0595086812973022,0.7564250230789185,0.9224457144737244,0.7980999946594238
12,1.0503689050674438,0.7606250047683716,0.9198418855667114,0.8011999726295471
13,1.0511202812194824,0.7664999961853027,0.9568262696266174,0.792900025844574
14,1.0434321165084839,0.7698749899864197,0.9548640847206116,0.7886000275611877
15,1.0382229089736938,0.7738999724388123,0.987194836139679,0.7868000268936157
16,1.0269283056259155,0.7790250182151794,0.9021986126899719,0.8080999851226807
17,1.0209481716156006,0.7807499766349792,1.1184765100479126,0.7498000264167786
18,1.01676607131958,0.7851999998092651,0.8859269618988037,0.8234000205993652
19,1.0067110061645508,0.7874000072479248,0.940713107585907,0.8001999855041504
20,0.9986637830734253,0.792074978351593,0.8817601799964905,0.8224999904632568
21,0.9913931488990784,0.7929999828338623,0.8897435665130615,0.8198999762535095
22,0.983776867389679,0.7955750226974487,0.914522647857666,0.8129000067710876
23,0.9776758551597595,0.796999990940094,0.9328928589820862,0.8057000041007996
24,0.9699110388755798,0.8018749952316284,0.901829183101654,0.8220999836921692
25,0.9673560261726379,0.8003749847412109,0.8535802960395813,0.8360999822616577
26,0.9572995901107788,0.8059999942779541,0.8998486399650574,0.8162000179290771
27,0.9462064504623413,0.8066750168800354,1.008237600326538,0.791700005531311
28,0.9372526407241821,0.8080999851226807,0.9568426012992859,0.8084999918937683
29,0.9333270788192749,0.8101500272750854,0.8882220983505249,0.8241999745368958
30,0.9311948418617249,0.8087000250816345,0.9472090601921082,0.8044000267982483
31,0.9205161333084106,0.814050018787384,0.9555284380912781,0.8058000206947327
32,0.9192293882369995,0.8136749863624573,0.8483684659004211,0.8309000134468079
33,0.9157154560089111,0.8141499757766724,0.8911155462265015,0.8190000057220459
34,0.9066258668899536,0.8162000179290771,0.8057733178138733,0.8474000096321106
35,0.9062737226486206,0.8157749772071838,0.8118385076522827,0.8432000279426575
36,0.9077466726303101,0.817550003528595,0.7826414704322815,0.855400025844574
37,0.889565646648407,0.8214499950408936,0.8045798540115356,0.8427000045776367
38,0.8914941549301147,0.8174999952316284,0.8855693340301514,0.8223999738693237
39,0.8874968886375427,0.8213499784469604,0.8010306358337402,0.8457000255584717
40,0.8817754983901978,0.8224999904632568,0.9149538278579712,0.8080000281333923
41,0.8718838691711426,0.8246999979019165,0.8772427439689636,0.8194000124931335
42,0.8752859234809875,0.8237000107765198,0.8390770554542542,0.8342000246047974
43,0.8686380982398987,0.8256999850273132,0.896946370601654,0.8199999928474426
44,0.8688974380493164,0.8262500166893005,0.812444806098938,0.8309999704360962
45,0.859345018863678,0.8265249729156494,0.8006356358528137,0.8436999917030334
46,0.8527573943138123,0.8282750248908997,0.8125728964805603,0.8391000032424927
47,0.854033887386322,0.8278250098228455,0.7996233105659485,0.8403000235557556
48,0.8484144806861877,0.8289750218391418,0.7787066698074341,0.8514000177383423
49,0.8551859259605408,0.8258500099182129,0.7895694971084595,0.847100019454956
50,0.8461136817932129,0.8314999938011169,0.8080021142959595,0.8421000242233276
51,0.8462464809417725,0.8242499828338623,0.8213064670562744,0.840399980545044
52,0.8304093480110168,0.8331249952316284,0.8614141345024109,0.8234999775886536
53,0.8363285064697266,0.831725001335144,0.8837574124336243,0.8202000260353088
54,0.8280278444290161,0.8333500027656555,0.7695594429969788,0.848800003528595
55,0.8303422927856445,0.8320000171661377,0.7967551350593567,0.8429999947547913
56,0.8213475346565247,0.8354750275611877,0.7630568146705627,0.8515999913215637
57,0.8229365944862366,0.8341749906539917,0.814744770526886,0.835099995136261
58,0.827216386795044,0.8327249884605408,0.8295811414718628,0.8317000269889832
59,0.8141160607337952,0.8336499929428101,1.0149388313293457,0.7904999852180481
60,0.8217529058456421,0.8341500163078308,0.7685291767120361,0.8517000079154968
61,0.8187982439994812,0.8352749943733215,0.7874648571014404,0.8348000049591064
62,0.8106412887573242,0.8372499942779541,0.7465863227844238,0.8537999987602234
63,0.8149057626724243,0.8353750109672546,0.7905399203300476,0.8414999842643738
